title,price,location,description,bedrooms,bathrooms,floor_area,land_size,property_type,subcategories,listing_url,listing_id,geo_location,car_spaces,classification,subdivision_name
"Ultra Modern Abode in Filinvest 1 Batasan Hills, Quezon City",35000000,"Batasan Hills, Quezon City","Ultra Modern Abode in Filinvest 1 Batasan Hills, Quezon City  Status: Preowned; Ready for Occupancy Property Details: Lot Area: 300 sqm Floor Area: Approx. 302 sqm Layout: Open Plan Design --- Ground Floor (G/F): - Open Kitchen with Breakfast Counter - Elevated Main Dining Area - High-Ceiling Open Living Room - Guest Bedroom with Toilet and Bath / Powder Room - Service Kitchen - Utility/Laundry Room with Built-In Storage Cabinets - Maid’s Room with Toilet and Bath - Driver’s Room with Adjoining Toilet and Bath - Storage Shed - 3-Car Garage - Herb and Bamboo Garden --- Second Floor (2/F): - Open Loft / Family Room - Master’s Bedroom with Toilet and Bath (and Bathtub) - 2 Bedrooms, with Toilet and Bath - Open Deck Perfect for Parties and Gatherings --- Third Floor (3/F): - Open Deck for Water Tank (Expandable for Additional Living Quarters)  Selling Price: ₱35,000,000.00  *Subject to bank appraisal, required downpayment may vary depending on the bank approval. *Miscellaneous and transfer of title fees are not yet included in the selling price   Ready to turn your dream home into reality? Let’s talk! Contact details: - East Side Estate PH   Camille Almarinez Property Specialist Under PRC No. 0026430  Office Address: Flair Realty, Co. 3F Unit 303 C&B Circle Mall L Sumulong Memorial Circle Hway San Roque, Antipolo City",4,3,302,300,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/ultra-modern-abode-in-filinvest-1-batasan-hills-qu-173086424942/,HO672AE4795D814PH,"[121.096563,14.681641]",3,447,Filinvest 1 Subdivision
5 Bedroom Semi-furnished Townhouse for Sale in New Manila Quezon City,64000000,"New Manila, Quezon City",House and Lot for Sale in New Manila Quezon City  4 Storey Townhouse  Lot Area: 135 (inclusive of common driveway) Flr Area: approx 420sqm 2-3 Car Garage  Gated - with Security  4 Bedroom with T/B Maids room with T/B Masters with Walk in closet and European brand Bath Tub Shower Enclosures included Bravat Fixtures  Franke Appliances  Kohler Faucets  Philips Led Lights and devices Modular Kitchen Cabinets with Quartz countertops  Teka Spain sinks  Scheneider (EU) Breakers  SAER (Italy) Booster Pump Makita (Japan) Sump Pump Intercom to Security  Near Jubilee Christian Academy Near Robinsons Magnolia  Near St Luke's Medical Center QC  Price: 64M to 65.5M Cash or Bank Financing  FOR VIEWING SCHEDULE CONTACT:,5,2,420,135,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/5-bedroom-semi-furnished-townhouse-for-sale-in-new-173075001490/,HO6729263EE9417PH,"[121.0306,14.61633]",2,,New Manila
Modern house for sale Loyola Grand Villas,125000000,"Matandang Balara, Quezon City","Modern house for sale Loyola Grand Villas
Lot area: 600 sqm
Floor area: 500 sqm. more or less
2 stry
5 bedroom bedroom with individual Toilet and bath
Guest room with toilet and bath
Office
Family room
Modern kitchen
Utility kitchen
Outdoor kitchen
Laundry area
Maids room with T&b
Jacuzzi/ sauna
Swimming pool
4 car garage
Selling Price : Php 125,000,000

For Inquiries and viewing schedule",6,6,500,600,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/modern-house-for-sale-loyola-grand-villas-17305340550/,HO6725DAA73FF1APH,"[121.082236,14.665648]",N/A,N/A,Loyola Grand Villas
3 Bedroom Townhouse Unit for Sale in Amaia Series Novaliches in Quezon City,7500000,"Novaliches, Quezon City","Amaia Series Novaliches - Amenities  Entrance Pocket Park Village Signage Swimming Pool Village Patio  Enjoy comfortable living spaces with the 4 and 6-Series townhouse models. Relish the suburban lifestyle with its features and amenities. Take a splash in the swimming pool, play hoops in the basketball court, relax in the landscaped garden or celebrate life’s journey at the village pavilion.  Various financing schemes and payment options are available making it easy on the pocket. Feel safe knowing that our community is managed by Ayala Property Management Corporation.",3,2,61,161,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/amaia-series-novaliches-1/3-bedroom-townhouse-unit-for-sale-in-amaia-series-171868178121/,HO602F2224DC91DPH,"[121.0521,14.7214]",N/A,N/A,Amaia Series Novaliches
"3 Bedroom Townhouse for Sale in Doña Sotera St. Quezon City, Metro Manila",20100000,"Tandang Sora, Quezon City","Every Pinoy’s dream home come true, our 36-unit townhouse in Dona Sotera speaks of simple elegance and comfort. Conveniently located in a peaceful yet accessible neighborhood, families can enjoy rest and relaxation in a home which offers all the essential features including 3 floors of wide floor area, a car garage, and 24/7 security.  Unit Specifications: - Compound type Houses made of Grade 60 rebars - Full elegant lights - Breaker - Individual Septic Tank - Cistern and Main Solid Steel Hign-Fence Gate - Narra Floors - Guard House with CR and CCTV Cameras - E-home and Solar Panel.",3,4,253,94,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/dona-sotera/3-bedroom-townhouse-for-sale-in-do-a-sotera-st-que-170989113665/,HO603DE1005A699PH,"[121.042788,14.6820013]",N/A,N/A,Doña Sotera
3 Bedroom Townhouse for Sale at The Regina Townhouse in Quezon City,6718000,"Fairview, Quezon City","A captivating residence featuring three well-appointed bedrooms, a welcoming foyer, a generously-sized living room, and a practical kitchen alongside a maid's utility room. The property includes four fully equipped toilets and baths, complete with fixtures and a luxurious rain shower in the master bath. Additionally, it offers space for two car parks, allowing you to accommodate your preferred choice of the latest vehicle models. Convenient outlets for internet, cable TV, and landline phone are readily available, with the option for a satellite dish provision if desired.  The Regina Townhouse Features:  Provision for CCTV. Cable TV, Telephone and Internet (Fiber Ready). With CCTV for Common Area and Electronically Sliding Main Gate with Individual Remote Control. Intercom (Audio/Video) Phone with Access Control to Pedestrian Gate.   The Regina Townhouse Location: Strategically positioned for maximum convenience, you won't need to venture far for anything you need. From hospitals and schools to restaurants, commercial establishments, and retail outlets, everything is within easy reach. Malls and financial institutions are just a stone's throw away, ensuring accessibility at every turn.   A new landmark is set to grace AMOR Street within Hilltop Subdivision, Lagro, Quezon City. It aims to establish a community nestled within a tranquil and secure neighborhood characterized by amiable residents. Conveniently accessible via the main thoroughfares of Commonwealth and Regalado Avenues, traveling to various destinations is effortless, thanks to different modes of public transportation and the forthcoming MRT7. Private and public educational institutions, places of worship, medical centers, fast-food outlets, dining establishments, home décor stores, and other essentials are conveniently located within a 2-5 kilometer radius. Moreover, leisure and lifestyle malls such as Ayala Terraces, SM Fairview, and Robinson's, along with popular fast-food chains like Jollibee, McDonald's, and Burger King, are just a few of the amenities that are easily within reach.   Located in the northern part of Metro Manila, Quezon City is widely regarded as the entertainment hub of the capital. It is home to the country's two major television networks, ABS-CBN Corporation and GMA Network, Inc. Due to its vast expanse, the city thrives as an industrial and commercial center.  DHSUD LS No. 315 Financing/Payment Terms: Bank Monthly Amortization: Php 36,420",3,2,108.8,53,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/the-regina-townhouse/3-bedroom-townhouse-for-sale-at-the-regina-townhou-171049389888/,HO65F410CA72545PH,"[121.06821,14.702178]",N/A,,The Regina Townhouse
3 BR House and Lot Unit for Sale at Meadows Heights in Quezon City (SA),7489500,"Bagong Silangan, Quezon City","Experience effortless living at Meadows Heights Residences, where you'll find the privacy, comfort, and functionality you've always envisioned for your home in Quezon City.  Crafted for burgeoning families and young professionals, Meadows Heights Residences offers amenities tailored to elevate residents' comfort and leisure, enhancing their overall well-being amidst the vibrant ambiance of its surroundings. Nestled within a captivating scenic view, the neighborhood exudes a lifestyle characterized by comfort and style.  It transcends the concept of mere housing; it epitomizes a way of life that surpasses the ordinary, embodying the ideal lifestyle for its inhabitants. Positioned in one of Quezon City's most convenient locales, residents can leisurely explore the neighborhood, indulging in nearby parks, shopping centers, and dining establishments.  Meadows Heights Residences Amenities:  Guardhouse 24/7 CCTV Underground facilities for electricity and telephone lines   Meadows Heights Residences Location: The value of a house and lot in Bagong Silangan, Metro Manila, is influenced by several factors, with the property's precise location being paramount. A house and lot for sale in Quezon City, Metro Manila, situated close to essential amenities such as hospitals, schools, and shopping centers, holds significant appeal to prospective buyers due to its convenience for a comfortable and enriching lifestyle.  Nearby Establishments:  University of the Philippines Diliman Ateneo de Manila University St. Peter Parish Diliman Doctors Hospital New Era General Hospital East Avenue Medical Center Quezon City Hall Ever Gotesco Commonwealth UP-Ayala Land TechnoHub SM North EDSA TriNoma   City of Quezon City: Located in the northern part of Metro Manila, Quezon City is renowned as the capital’s entertainment hub. Notably, it hosts the country’s major television networks, ABS-CBN Corporation and GMA Network, Inc. Due to its substantial size, the city thrives as an industrial and commercial epicenter.  As the largest component city in the National Capital Region, Quezon City spans 166 square kilometers and stands as the most populous, with over 2.8 million residents recorded as of 2010. Anticipated growth in the coming years is evident, fueled by ongoing development projects converting substantial city areas into new business districts and residential zones. Consequently, prospective property buyers will discover a plethora of high-quality condominium units and houses for sale across various price ranges, making Quezon City an attractive real estate investment destination.  Reservation fee: Php 20,000 Financing/Payment Terms: Bank",3,2,104,72,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/meadows-heights-residences/3-br-house-and-lot-unit-for-sale-at-meadows-height-17120303239/,HO660B82733C9F1PH,"[121.109668,14.703588]",N/A,N/A,Meadows Heights Residences
3 Bedroom Townhouse for Sale in Quezon City at 18 EDSA Congressional,21300000,"Project 8, Quezon City","Crafted with budding families and young professionals in mind, 18 EDSA Congressional by Metrosummit Realty offers amenities tailored to provide comfort and leisure, enhancing residents' well-being while immersing them in the vibrant energy of its location. The neighborhood is embraced by captivating scenic vistas, offering a lifestyle that seamlessly blends comfort and style.  18 EDSA Congressional House Specification: (Townhouse)  3 Bedrooms 3 Toilets & Bath 3 Floors   18 EDSA Congressional Amenities: Additionally, secured parking spaces are available within the vicinity. The residential area is equipped with 24-hour security and CCTV systems, ensuring a tranquil community where residents can live worry-free. Other notable features of the development include garage facilities.  18 EDSA Congressional Location: It surpasses mere accommodation; it embodies a lifestyle that transcends the ordinary, reflecting the ideal living standards of its residents. Situated in one of Quezon City's most convenient areas, residents can leisurely explore the neighborhood, with parks, shopping centers, and restaurants conveniently nearby for their enjoyment.  City of Quezon City: Nestled in the northern part of Metro Manila, Quezon City is often dubbed as the capital's entertainment hub. Notably, the city hosts the headquarters of the Philippines' two major television networks—ABS-CBN Corporation and GMA Network, Inc. Moreover, owing to its vast expanse, Quezon City thrives as a bustling industrial and commercial center.  As the largest component city in the National Capital Region, Quezon City boasts a sprawling land area of 166 square kilometers. With a population exceeding 2.8 million residents as of 2010, it holds the title of being the most populous city. This figure is anticipated to rise in the coming years, with significant portions of the city undergoing development into new business districts and residential areas.  Payment Scheme (For Pre-selling Units) 1) 50% Down Payment 2) 50% Cash or Bank Loan Staggered payment until target dates upon turnover  Project Address: #18 Inner Seminary Road, Pugad Lawin, Project 8, Quezon City, Metro Manila Target Turnover Date: March 2024",3,3,270,88.2,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/18-edsa-congressional/3-bedroom-townhouse-for-sale-in-quezon-city-at-18-170989194352/,HO65EAE1675151DPH,"[121.0245,14.66958]",N/A,N/A,18 EDSA Congressional
4 Bedroom Single Attached Unit for Sale at Brizlane Residences in Quezon City,19195000,"Culiat, Quezon City","Quezon City, the largest city within the National Capital Region (NCR), spans approximately 64.17 square miles and boasts a population of 2,960,048 as of 2020. Positioned in the northern sector of Metro Manila, it serves as a hub for both commercial and residential ventures. Named in honor of the second president, Manuel L. Quezon, it comprises 12 barangays. Continuously recognized among the top 10 Asian cities by the London Financial Times, it secured 5th place for Best Economic Potential, 3rd for Cost Effectiveness, 6th for Best Human Resources, and 10th for Quality of Life.  The city is rich in significant historical occurrences, particularly dating back to the Spanish colonial era. Here lies the residence of Filipino patriot and revolutionary, Melchora Aquino, affectionately known as Tandang Sora. It was within her abode in Pugad Lawin where Filipino hero Andres Bonifacio and his fellow Katipuneros proclaimed a revolution for Philippine independence against Spanish rule, marking the genesis of the Filipino nation. Presently, this historic house stands in Project 8, recognized as Bahay Toro.  INVESTING IN PROPERTY IN QUEZON CITY In contemporary times, Quezon City emerges as an urban, contemporary, and financially robust locale. It draws a diverse demographic, including students, families, expatriates, and others, enticed by its plethora of shopping centers and recreational establishments. Moreover, the city holds allure for both local and international investors. Vibrant commercial districts like Cubao and Eastwood City epitomize this appeal, featuring lifestyle complexes housing malls, condos, hotels, and hosting renowned multinational corporations such as Citibank, IBM, Canon, and Mercury Drug Store.  Despite its sought-after status, the cost of property for sale in Quezon City, Metro Manila, remains comparatively lower than in areas like Makati or Ortigas. Yet, it remains highly coveted due to its unparalleled convenience and promising growth prospects propelled by ongoing infrastructure projects and real estate developments such as the Metro Rail Transit Line 7 and Cloverleaf, Ayala Land’s newest mixed-use community.  Undoubtedly, Quezon City presents an idyllic residential setting. However, for those inclined towards commercial ventures, purchasing a commercial property for sale in Quezon City, Metro Manila, holds significant appeal, given the city's status as one of the country's largest consumer markets, ensuring lucrative investment opportunities.  For those seeking a residence in Metro Manila, Quezon City stands out as a prudent option. Not only is it conveniently reachable, but it also fosters a flourishing business milieu. Additionally, it hosts a multitude of paramount institutions encompassing education, healthcare, government, and commerce, rendering it an optimal choice for individuals seeking housing solutions tailored to their lifestyles and requirements.",4,4,228,77,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/quezon-city-townhouses/4-bedroom-single-attached-unit-for-sale-at-brizlan-171833116327/,HO6629EE8D843ACPH,"[121.053576,14.669878]",N/A,N/A,Brizlane Residences
"5 Bedroom Townhouse Unit for Sale at Horseshoe Village in Horseshoe, Quezon City",57519457,"Horseshoe, Quezon City","Immerse yourself in a community where residences, workspaces, and hubs seamlessly blend to create a unique lifestyle. Rio Verde, nestled in Antipolo, Rizal, offers an exceptional experience that meets the discerning expectations of its residents, situated in the country’s prime investment hubs.  Designed for budding families and young professionaals, Rio Verde boasts amenities that provide comfort and leisure, enhancing residents' well-being while immersing them in the vibrant atmosphere of the location. The neighborhood, set against a captivating scenic backdrop, offers a lifestyle that epitomizes comfort and style.  Horseshoe Village Location: More than just a home, it is a way of living that transcends the ordinary, reflecting the ideal lifestyle of its residents. Conveniently located in Antipolo, residents can enjoy leisurely strolls around the neighborhood, with parks, shopping centers, and restaurants all within close proximity.  City of Quezon City: Located in the northern part of Metro Manila, Quezon City is widely regarded as the capital’s entertainment district, home to the country's two major television stations: ABS-CBN Corporation and GMA Network, Inc. The city's expansive size also makes it a thriving industrial and commercial hub.  Quezon City is the largest component city in the National Capital Region, spanning 166 square kilometers. It is also the most populous, with over 2.8 million residents as of 2010. This number is expected to grow in the coming years, as large areas of the city are being developed into new business districts and residential zones.",5,N/A,518,146,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/horseshoe-village/5-bedroom-townhouse-unit-for-sale-at-horseshoe-vil-173148275744/,HO66754EE5DEF2BPH,"[121.043543,14.613141]",N/A,N/A,Horseshoe Village
4 Bedroom Single Attached Unit for Sale at Brizlane Residences in Quezon City,19195000,"Culiat, Quezon City","Brizlane Residences is situated in a village along Tandang Sora Avenue, providing convenient access to some of Quezon City's most popular destinations. Restaurants, banks, and malls such as Circle C, Wilcon City Center, and SM Cherry Foodarama are just a 10-minute drive away. Brizlane Residences promotes a calm, distraction-free environment with a modern minimalist architectural design. Experience a peaceful home that fosters focus and relaxation, while still being at the heart of the bustling metro. Each unit features a second-floor living area with full-height, floor-to-ceiling windows, allowing ample natural light to brighten your living space.  Key features of the property:  Smart door lock All toilet and bath w/ multi-point water heater and rainshower Fully functional kitchen w/ modular cabinets Synthetic granite countertop Gas burner hob by Hafele Brand Built-in cabinet mounted hood SLI 2 by Hafele Brand Accessories counter waste bin and cutleries Shower enclosure-static shower glass for master’s toilet and bath   Building features and amenities:  Gated Community 24/7 CCTV camera surveillance Guardhouse Underground facilities for electricity and telephone lines   Nearby Establishments:  New Era General Hospital General Malvar Hospital Diliman Hospital Metro North Medical Center San Juan Medical Hospital St. Anthony Mary Claret College Maria Montessori School of Quezon City School Inc. New Era University Colegio de San Lorenzo University of the Philippines Miriam College Ateneo de Manila University   HLURB/LTS #: 117 Reservation fee: PHP 100,000 Monthly Downpayment: PHP 623,166.67 Financing/Payment Terms: Cash and Bank Financing",4,4,228,77,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/brizlane-residences/4-bedroom-single-attached-unit-for-sale-at-brizlan-171833115826/,HO603612D463A96PH,"[121.053576,14.669878]",N/A,N/A,Brizlane Residences
"House and Lot in Cubao, Perfect for Residential or Commercial Use",16000000,"Socorro, Quezon City","For Sale: House and Lot in Cubao - Perfect for Residential or Commercial Use!

Conveniently located just 250 meters from P. Tuazon
Accessible and strategic location ideal for business or residential purposes

Asking Price: PHP 16,000,000

Property Details:

Lot Area: 159 sqm
Dimensions: 7 meters (frontage) x 21 meters (depth)
Lot Shape: Regular cut
Inclined property – never flooded

Perfect for conversion into a commercial property or as a residence with potential income opportunities.

Don’t miss this investment opportunity in the heart of Cubao!",N/A,N/A,N/A,N/A,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/house-and-lot-in-cubao-perfect-for-residential-or-17318910410/,HO673A8F61E8D12PH,"[121.056446,14.617564]",N/A,N/A,N/A
Tivoli Royale 8-Bedroom 8BR House and Lot for Sale in Quezon City,60000000,"Batasan Hills, Quezon City","Code : DS88-003120
Category : For Sale
Project : Tivoli Royale
City :  Quezon City
Unit : 8-Bedroom 8BR + 8T&B
Size : FA : 600 sqm. LA : 308 sqm.
Parking : 2-Car Garages
Selling Price : PHP 60,000,000.00 GROSS PRICE

Details of the Property :
• Clean Title
• 3-Storey House with full basement
• 11.8-meter restriction
• All bedrooms have a balcony 
• Frontage: 18 meters 
• Features: Flat lot 
• With lower ground level, 
• With views of Marikina, Antipolo, and Eastwood 
• Nearby: Don Antonio Heights, Ayala Heights, Loyola Grand Villas

If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us:
** JACKSON LIM JR.
** Licensed Real Estate Broker - PRC#0005478
** Top Realty Corporation",8,8,600,308,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/tivoli-royale-8-bedroom-8br-house-and-lot-for-sale-173027550382/,HO6721E8AF40664PH,"[121.096563,14.681641]",N/A,N/A,Tivoli Royale
House and Lot for Sale in Quezon City at Don Antonio Royale Estates,45000000,"Matandang Balara, Quezon City","Code : DS88-002584 Category : For Sale Project : Don Antonio Royale Estates City : Quezon City Unit : 4-Bedrooms 4BR + 5T&B Size : LA: 315 sqm. FA: 500 sqm. Parking : 2-Car Garages Selling Price : Php 45,000,000.00 Net take home of Seller  Details of the Property: • Clean Title • Semi-Furnished • Located in a Private subdivision with 24/7 security. • Pre-Owned House & Lot • No need for any major repairs • 4 bedrooms with air conditioner and T&B per room  • 1 of the 4 bedrooms located at the GF dedicated for the elderly.  • 1 Driver's quarter with own T&B • 1 Maid's Quarter with own T&B • Garden and Grotto • With Pantry, Dirty kitchen and Laundry area • With 110 V provision • near Commonwealth Ave Matandang Balara, QC • regular rectangular lot • not perimeter not tumbok • house built 2004 • 15m frontage  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,500,315,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/house-and-lot-for-sale-in-quezon-city-at-don-anton-173027106328/,HO6721D757EAD53PH,"[121.082236,14.665648]",N/A,N/A,Don Antonio Royale Estate
"4-Storey Townhouse with 4Br and Parking FOR SALE in Scout Limbaga Extension, QC",29000000,"Sacred Heart, Quezon City","FOR SALE  4 Storey Townhouse, Scout Limbaga Extension in Brgy. Sacred Heart, Quezon City   Address: 170 -A Scout Limbaga Extension Lot Area: 125 sqm Floor Area: Approx. 320 sqm Semi furnished, storage area 4 BR with 3 T&B, 1 powder room Maid room, dirty kitchen, laundry area 4 Car Garage, 1 street parking Along the road Newly renovated and repainted   Selling price: 29M  Betty Ongsiaco Gorospe RE/MAX Capital PRC RES license No. 16330",4,N/A,320,125,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/4-storey-townhouse-with-4br-and-parking-for-sale-i-173095931717/,HO672C57D59D552PH,"[121.03781,14.632093]",N/A,N/A,N/A
TOWNHOUSE FOR SALE near COL. BONNY SERRANO AVE. QC,19500000,"Cubao, Quezon City","For Sale Brand New Townhouse near Col Bonny Serrano Ave Cubao Quezon City

MD-CUB498

Few Units Available

3 Storey
3 Bedrooms and Bathrooms
1 Powder Room
2 Parking Spaces

Floor Area: 198 SQM
Lot Area: 75 SQM

For more details, please contact:
JEFFREY LOCK
+63 927 964 8989
PRC REBL No. 26889
DHSUD B-NCR 5885
Grand Majesty Estate Corporation",N/A,N/A,N/A,N/A,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/townhouse-for-sale-near-col-bonny-serrano-ave-qc-173142652316/,HO673378DBA5EAEPH,"[121.0572,14.61777]",N/A,N/A,N/A
White Plains - Brand New House For Sale,185000000,"White Plains, Quezon City","White Plains - Brand New House For Sale   For Sale - ₱185M Gross (negotiable)  4 BR 4.5 TB Lot Area: 406 sqm Floor Area: 500+ sqm Inclusions: ACs only 5 car garage  Features: •⁠ ⁠Brand New House with garden by Ed Calma  •⁠ ⁠Living room with double height ceiling •⁠ ⁠200+ sqm roof deck  •⁠ ⁠Narra and Mahogany flooring •⁠ ⁠Walk-in closet in the Master bedroom •⁠ ⁠Entertainment room, storage room, separate maid’s and driver’s room, genset ready   DM for inquiries  Renz Ocampo",4,4.5,500,406,,"house, villas",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/white-plains-brand-new-house-for-sale-173172313850/,HO672DD76A5D236PH,"[121.0711795,14.6060344]",N/A,N/A,White Plains
BIG PRICE DROP!!!! House and Lot for Sale in Quezon City at Filinvest 2,39800000,"Bagong Silangan, Quezon City","Code : DS88-000832  Category : For Sale Project : Filinvest 2 City : Quezon City Unit : 4-Bedrooms 4BR + 5 T&B Size : FA : 443 sqm. LA : 267 sqm. Parking : 3-Car Garages Price per sqm: PHP 89,841.00 Selling Price : From ₱41,680,000.00 to PHP 39,800,000 GROSS PRICE  Details of the Property: • Clean Title • Semi-Furnished • With Maid's Room  Ground Floor: • 3 parking slots • Living room • Dining area • Clean and dirty kitchen • Guest room/den  Second Floor: • 4 bedrooms (2 master bedrooms with bathtubs) and en-suite toilet and baths  Third Floor: • Family/entertainment room • Viewing deck (overlooking Montalban mountains and facing the morning sun)  Other Details: • 11 ft. ceiling • Imported Denmark kitchen • House built in 2022, placed on the market in 2023 • Senorita step stairs • Diagonal lights in the second master bedroom • ₱600.00 monthly dues • Includes 5 air conditioning units  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,443,267,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/big-price-drop-house-and-lot-for-sale-in-quezon-ci-172958311988/,HO6717580FA2BD5PH,"[121.109668,14.703588]",N/A,N/A,Filinvest 2 Subdivision
"Quezon City, House and Lot for Sale in Quezon City at Don Antonio Royale Estates",45000000,"Matandang Balara, Quezon City","Code : DS88-002584 Category : For Sale Project : Don Antonio Royale Estates City : Quezon City Unit : 4-Bedrooms 4BR + 5T&B Size : LA: 315 sqm. FA: 500 sqm. Parking : 2-Car Garages Selling Price : Php 45,000,000.00 Net take home of Seller  Details of the Property: • Clean Title • Semi-Furnished • Located in a Private subdivision with 24/7 security. • Pre-Owned House & Lot • No need for any major repairs • 4 bedrooms with air conditioner and T&B per room  • 1 of the 4 bedrooms located at the GF dedicated for the elderly.  • 1 Driver's quarter with own T&B • 1 Maid's Quarter with own T&B • Garden and Grotto • With Pantry, Dirty kitchen and Laundry area • With 110 V provision • near Commonwealth Ave Matandang Balara, QC • regular rectangular lot • not perimeter not tumbok • house built 2004 • 15m frontage  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: ** JACKSON LIM JR. ** Licensed Real Estate Broker - PRC#0005478 ** Top Realty Corporation",4,5,500,315,,"house, single-family-house",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/quezon-city-house-and-lot-for-sale-in-quezon-city-17302710615/,HO6721D755D3C08PH,"[121.082236,14.665648]",N/A,N/A,Don Antonio Royale Estate
"3 Storey, 3 bedroom, 2 Bathroom Near Mindanao Ave and Tandang Sora QC",12000000,"Tandang Sora, Quezon City","24/7 Gated Subdivision
3 Storey Townhouse
3 Bedroom
2 Toilet and bath
Common Area convertible to 1 Bedroom
1 Car Garage
3 Air-conditioning Unit
 - All bedrooms with complete cabinets
 - with a dirty Kitchen
 - complete with safety grills, doors, and window screens
Finished Construction -  January 2023

wonderful neighborhood
Near Subway Mindanao Ave., Q.C.
Near Baranggay Tandang Sora Q.C.
Near SM Hypermarket Sanggandaan
Near Old Sauyo Road",3,2,128,70,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-3-bedroom-2-bathroom-near-mindanao-ave-an-17313758270/,HO6732B2D3982D4PH,"[121.042788,14.6820013]",1,447,Exclusive subdivision
3 Storey 4 BR Semi-furnished Townhouse at Project 6 Quezon City for SALE,11900000,"Bagong Pag-Asa, Quezon City","Three (3)-Storey Four (4)-Bedroom Semi-furnished Townhouse for SALE

Developer: 
Location: Project 6, Quezon City, Metro Manila, Philippines 
Lot Area:  72 square meters, more or less
Floor Area: 200 square meters, more or less
Selling Price: Php 11,900,000
inclusive of Capital Gains Tax and documentation with notarial fees

Description: 

• 3-Storey Townhouse 
• End unit/Corner unit
• 4 BR, 3 full T/B, 1 powder room
• Dining & kitchen at the 2nd Floor
• 3-car garage (1 slot can be converted to lanai)
• Utility/laundry area
• With additional grills - front & back

Features: 

• Commuter friendly
• Near church, barangay hall,  elementary and high schools
* Near commercial establishments such as supermarkets, malls, hospitals, schools, convenience stores, etc.
• Near Quezon City Hall, UP, major hospitals & govt offices
• Near SM, Trinoma, MRT, LRT and ongoing const. Subway
• Near Visayas & Mindanao Ave. 

Thank you.

M.A.Sedigo Realty Services",4,3,200,72,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3-storey-4-br-semi-furnished-townhouse-at-project-173134349666/,HO673234883EF59PH,"[121.04015,14.65954]",N/A,N/A,Project 6 
Cubao Townhouse For Sale - Newly-built (near Ali Mall),15000000,"Cubao, Quezon City","Newly-built townhouse in Cubao, Quezon City (near Ali Mall)  2 units available   Lot Area: 40SQM Floor Area: 120SQM  4 bedrooms (including maid's room) 3 toilet & bath 1 car garage  - spacious living & dining area - master's bedroom with built in cabinet, t&b, and split-type aircon - 1 bedroom with built in cabinet, balcony, and split-type aircon - 1 small bedroom with built in cabinet - includes kitchen & cabinet fixtures and gas range - telephone, cable, and CCTV ready  Kindly message me to schedule a visit.",3,3,120,40,,"house, townhouse",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/cubao-townhouse-for-sale-newly-built-near-ali-mall-17300071705/,HO671DD0829D39BPH,"[121.0572,14.61777]",N/A,N/A,N/A
